edad,ciudad,peso,ingresos,genero,nivel_educacional,fumador,actividad_fisica,estado_civil,horas_suenho,enfermedades_cronicas,consumo_alcohol,uso_transporte
,Valdivia,51.0,910000.0,Femenino,,Sí,Baja,Casado/a,,No,Nunca,Privado
68.5,Concepción,75.0,457000.0,,Básica,Sí,Baja,Viudo/a,5.8,No,Frecuente,Bicicleta/Pie
38.0,Temuco,67.4,1066000.0,Masculino,Universitaria,No,Alta,Viudo/a,6.9,No,Ocasional,Público
,Temuco,74.6,735000.0,,Universitaria,Sí,Baja,Viudo/a,7.1,,Ocasional,Público
56.6,Concepción,78.3,1117000.0,Femenino,Básica,No,Baja,Soltero/a,6.3,No,Frecuente,Público
38.2,La Serena,73.2,923000.0,Femenino,Técnica,Sí,Alta,Separado/a,8.4,Sí,Ocasional,Público
7.4,Puerto Montt,77.9,494000.0,Masculino,Media,No,Media,Viudo/a,,No,Ocasional,Bicicleta/Pie
52.7,Concepción,69.2,1156000.0,Femenino,Técnica,Sí,Media,Viudo/a,6.3,No,Frecuente,Público
32.0,Valdivia,55.8,1188000.0,Masculino,Técnica,No,Media,,6.5,No,Frecuente,Bicicleta/Pie
38.6,La Serena,82.7,1021000.0,Masculino,Media,No,Baja,,8.7,Sí,Frecuente,Bicicleta/Pie
45.0,Valparaíso,62.9,610000.0,Masculino,Universitaria,Sí,Alta,Soltero/a,,Sí,Nunca,Privado
42.9,Concepción,58.8,723000.0,Femenino,Media,Sí,Media,Soltero/a,7.0,No,Frecuente,Privado
,La Serena,,836000.0,Femenino,Básica,Sí,Media,Casado/a,8.3,,Frecuente,Público
33.5,Concepción,59.0,624000.0,Masculino,Media,,Media,Soltero/a,6.2,No,Nunca,Público
47.7,Concepción,65.0,1223000.0,Masculino,Universitaria,No,Media,Casado/a,8.3,No,Ocasional,Bicicleta/Pie
36.1,Puerto Montt,74.1,836000.0,Femenino,Técnica,No,Alta,Separado/a,7.6,No,Nunca,Privado
51.1,Puerto Montt,74.2,124000.0,Masculino,Técnica,No,,Casado/a,8.9,No,Ocasional,Público
49.2,Valdivia,59.2,885000.0,Femenino,Media,Sí,Baja,Casado/a,6.4,,Nunca,Público
26.0,La Serena,64.1,713000.0,Masculino,Básica,Sí,Baja,Viudo/a,6.6,No,Frecuente,Bicicleta/Pie
56.3,La Serena,82.9,781000.0,Masculino,Universitaria,Sí,Alta,Soltero/a,7.2,Sí,Nunca,Privado
32.0,Santiago,76.0,708000.0,Femenino,Técnica,Sí,Media,Separado/a,6.9,No,Frecuente,Público
52.1,Concepción,94.9,1002000.0,,Media,No,Media,Separado/a,8.2,No,Ocasional,Público
45.5,Temuco,84.2,1080000.0,Femenino,,No,,,6.7,No,Frecuente,Público
67.6,Concepción,83.7,871000.0,,Básica,Sí,Alta,,5.4,Sí,Nunca,Público
36.6,Concepción,53.3,,Femenino,Técnica,No,,,,No,Nunca,Público
34.8,La Serena,79.2,790000.0,Masculino,Técnica,Sí,Alta,Separado/a,9.9,No,Ocasional,Público
39.7,Concepción,69.4,805000.0,Masculino,Universitaria,No,Alta,Casado/a,4.6,No,Frecuente,Privado
35.5,Antofagasta,63.4,599000.0,Femenino,Básica,No,Alta,Casado/a,7.7,No,Ocasional,
52.0,Concepción,72.0,,Femenino,Universitaria,No,Baja,Separado/a,8.1,Sí,Frecuente,Bicicleta/Pie
15.8,Antofagasta,81.3,915000.0,Masculino,Básica,No,Alta,Casado/a,7.4,No,Frecuente,Bicicleta/Pie
24.2,Puerto Montt,76.0,1185000.0,,Básica,No,Baja,Soltero/a,9.4,,Ocasional,Público
24.0,Temuco,59.5,1114000.0,Femenino,Media,No,Baja,Separado/a,5.0,No,Ocasional,Bicicleta/Pie
,Valdivia,78.9,629000.0,Femenino,Técnica,Sí,Media,Casado/a,6.2,Sí,Frecuente,Privado
65.7,La Serena,62.3,1005000.0,Masculino,Básica,No,Baja,Separado/a,7.2,No,,Público
38.4,Concepción,72.6,562000.0,Femenino,Universitaria,Sí,Baja,Separado/a,8.4,No,Frecuente,Privado
37.5,Antofagasta,66.4,974000.0,,Técnica,Sí,Media,Viudo/a,8.8,Sí,Ocasional,Público
41.1,Antofagasta,67.4,671000.0,Masculino,Universitaria,Sí,Media,Soltero/a,5.2,No,Ocasional,Público
57.4,Puerto Montt,79.2,544000.0,Femenino,Técnica,Sí,Media,Soltero/a,4.3,No,Ocasional,Bicicleta/Pie
26.1,Antofagasta,57.5,870000.0,Masculino,Técnica,Sí,Alta,Viudo/a,8.2,No,Nunca,Privado
43.6,Valdivia,93.3,131000.0,Masculino,Básica,Sí,Alta,Viudo/a,7.2,No,Ocasional,Bicicleta/Pie
54.6,Valparaíso,48.1,362000.0,Masculino,,No,Media,Separado/a,7.2,No,Nunca,Público
47.5,Santiago,62.8,756000.0,Femenino,Básica,No,Alta,Soltero/a,8.2,Sí,Frecuente,Privado
42.8,Valdivia,74.4,821000.0,Masculino,Técnica,No,Media,Viudo/a,5.8,,Frecuente,Privado
55.0,Temuco,77.0,708000.0,Femenino,Básica,Sí,Alta,Casado/a,6.6,No,Ocasional,Público
-0.5,Valdivia,68.8,405000.0,Masculino,Básica,Sí,Baja,Separado/a,7.8,No,Nunca,Bicicleta/Pie
50.2,Puerto Montt,69.3,596000.0,Masculino,Técnica,Sí,Alta,,5.6,Sí,Frecuente,Público
30.2,Puerto Montt,74.9,898000.0,Masculino,Técnica,No,Alta,Separado/a,6.2,No,Nunca,Privado
12.5,Valdivia,67.2,945000.0,Masculino,Básica,No,Baja,Separado/a,7.2,No,Nunca,Privado
47.7,Concepción,86.7,796000.0,Masculino,Básica,No,Media,Casado/a,7.8,Sí,Frecuente,Privado
60.6,Valparaíso,80.1,1089000.0,Femenino,Básica,Sí,Alta,Casado/a,4.8,Sí,Nunca,
37.9,Concepción,80.5,899000.0,Femenino,Universitaria,Sí,Alta,Viudo/a,8.0,Sí,Nunca,Privado
54.3,Concepción,58.4,613000.0,Masculino,Básica,,Baja,,7.7,No,,Privado
64.2,Valdivia,69.0,730000.0,Femenino,Universitaria,No,Baja,Soltero/a,5.7,No,Ocasional,Bicicleta/Pie
59.7,La Serena,66.4,449000.0,Femenino,Media,Sí,Baja,Viudo/a,10.4,Sí,Ocasional,Bicicleta/Pie
64.6,La Serena,57.9,773000.0,Masculino,Universitaria,Sí,Baja,Soltero/a,5.6,Sí,Nunca,Privado
51.1,La Serena,74.3,1078000.0,Femenino,Básica,Sí,Media,Soltero/a,8.1,No,Ocasional,Bicicleta/Pie
41.1,Valparaíso,63.5,971000.0,,Media,Sí,Alta,Viudo/a,7.4,Sí,Frecuente,
16.0,Concepción,77.9,1151000.0,Femenino,Universitaria,,Alta,Casado/a,6.4,No,Frecuente,Bicicleta/Pie
36.3,Santiago,57.2,,Femenino,Universitaria,No,Alta,Separado/a,7.1,No,Frecuente,Bicicleta/Pie
27.4,Temuco,90.6,1137000.0,Masculino,Técnica,Sí,Alta,,7.8,No,Nunca,Bicicleta/Pie
72.6,La Serena,59.2,752000.0,Femenino,Media,Sí,Media,Soltero/a,,No,Frecuente,
37.4,La Serena,72.6,1168000.0,Masculino,,No,Alta,Soltero/a,4.8,No,Nunca,Público
41.8,Puerto Montt,79.5,795000.0,Masculino,Media,No,Media,Viudo/a,3.0,Sí,Nunca,Bicicleta/Pie
48.3,Concepción,63.2,977000.0,Femenino,Universitaria,Sí,Media,Soltero/a,5.5,No,Frecuente,Privado
,Concepción,80.2,1169000.0,Masculino,Técnica,No,Baja,Viudo/a,7.0,No,Frecuente,Bicicleta/Pie
65.4,Valparaíso,55.2,752000.0,Femenino,Básica,No,Baja,Viudo/a,8.0,,Nunca,
30.7,Valparaíso,87.4,855000.0,Masculino,Universitaria,Sí,Alta,Casado/a,,No,Frecuente,
42.9,La Serena,70.2,1122000.0,Femenino,Media,No,Media,Soltero/a,6.8,No,Ocasional,
28.9,Concepción,62.8,767000.0,Femenino,Media,,Baja,Casado/a,9.3,No,Nunca,Privado
20.2,Santiago,66.4,470000.0,Masculino,Técnica,No,,Separado/a,5.8,No,Nunca,Privado
30.8,Temuco,79.7,,Femenino,Técnica,No,Baja,Casado/a,9.5,No,Frecuente,Privado
39.4,Valdivia,,683000.0,Femenino,Media,,Media,Soltero/a,7.9,No,Frecuente,Privado
33.6,Concepción,61.0,840000.0,Femenino,Universitaria,No,Alta,Separado/a,9.2,No,Nunca,Bicicleta/Pie
29.6,Puerto Montt,,1089000.0,Femenino,Técnica,No,Alta,Soltero/a,,No,Nunca,Bicicleta/Pie
18.9,Valdivia,55.9,648000.0,Masculino,Básica,Sí,Media,Separado/a,6.5,No,,Bicicleta/Pie
38.8,Concepción,91.8,548000.0,Masculino,Media,No,Baja,Soltero/a,4.8,No,Frecuente,Bicicleta/Pie
17.4,Antofagasta,63.2,863000.0,Masculino,Básica,Sí,Baja,Casado/a,7.5,No,Nunca,Público
51.4,Valparaíso,80.0,352000.0,Femenino,Media,Sí,Alta,Soltero/a,7.5,No,Ocasional,Bicicleta/Pie
41.2,Puerto Montt,72.5,728000.0,Masculino,Básica,No,Alta,,10.0,,Ocasional,Bicicleta/Pie
18.1,Temuco,58.2,861000.0,Femenino,Universitaria,No,Alta,Viudo/a,7.1,Sí,Frecuente,Público
35.4,La Serena,69.9,733000.0,Femenino,Media,No,Baja,Casado/a,,No,Nunca,Privado
28.7,Puerto Montt,79.4,414000.0,Femenino,Universitaria,,Baja,Casado/a,8.4,No,Nunca,Bicicleta/Pie
44.8,Concepción,67.7,1199000.0,Masculino,Técnica,No,Alta,Separado/a,5.6,Sí,,Bicicleta/Pie
60.1,La Serena,84.3,826000.0,,,Sí,Media,Casado/a,5.1,No,Nunca,Privado
11.9,Concepción,82.3,1158000.0,Masculino,Universitaria,No,Baja,Viudo/a,8.1,Sí,Frecuente,Bicicleta/Pie
41.7,La Serena,81.0,735000.0,,Básica,Sí,Alta,Casado/a,,Sí,Frecuente,Privado
37.6,Temuco,64.5,580000.0,Femenino,Universitaria,No,Media,Viudo/a,6.1,No,Frecuente,Privado
50.1,Valparaíso,57.0,867000.0,Masculino,Media,Sí,Baja,Casado/a,9.1,No,Nunca,Privado
43.2,Temuco,62.6,746000.0,Masculino,Universitaria,No,Media,Viudo/a,7.8,No,,Bicicleta/Pie
,Antofagasta,72.4,506000.0,,Básica,No,Media,Separado/a,7.9,Sí,,
35.2,Santiago,76.5,1167000.0,Masculino,Básica,No,Baja,Soltero/a,4.9,Sí,Ocasional,Bicicleta/Pie
28.1,Valparaíso,43.9,,Femenino,,No,Alta,Soltero/a,8.1,No,Frecuente,
56.1,Temuco,69.9,340000.0,Masculino,Técnica,No,Media,Viudo/a,6.6,No,Nunca,Privado
40.3,Antofagasta,71.9,1132000.0,Masculino,Media,Sí,Alta,Casado/a,6.3,Sí,Nunca,Bicicleta/Pie
68.5,Santiago,66.7,674000.0,Masculino,Básica,No,Baja,Casado/a,7.6,No,Frecuente,Privado
39.1,Antofagasta,85.5,648000.0,Femenino,Técnica,No,Media,Soltero/a,7.0,No,Frecuente,Bicicleta/Pie
29.4,Concepción,,,Masculino,Básica,,Media,Viudo/a,4.8,No,Ocasional,Bicicleta/Pie
17.3,Valdivia,85.7,1235000.0,Masculino,,Sí,Media,Casado/a,8.4,No,Ocasional,Público
13.0,Concepción,67.4,,Masculino,Media,No,Media,Soltero/a,8.6,Sí,Frecuente,
,La Serena,81.2,815000.0,Femenino,Universitaria,Sí,Media,Viudo/a,6.1,No,Nunca,Bicicleta/Pie
44.0,Valparaíso,89.6,1028000.0,,Técnica,No,Baja,Separado/a,7.9,No,,Público
47.6,Concepción,85.7,905000.0,Masculino,Universitaria,,Media,Casado/a,8.4,Sí,Frecuente,Bicicleta/Pie
16.3,Puerto Montt,56.9,785000.0,Masculino,,No,Baja,Casado/a,4.2,No,Nunca,Bicicleta/Pie
53.4,Antofagasta,,375000.0,,Básica,No,Alta,Viudo/a,6.2,No,Frecuente,Público
32.8,Valparaíso,65.9,598000.0,Femenino,Universitaria,Sí,Baja,Soltero/a,3.7,No,Nunca,Privado
42.2,Valdivia,75.9,847000.0,Femenino,,No,Media,Viudo/a,8.0,Sí,Ocasional,
64.2,Puerto Montt,78.2,603000.0,,Básica,Sí,Alta,Soltero/a,,No,Nunca,Privado
53.5,Concepción,59.9,851000.0,Femenino,Media,No,Baja,Viudo/a,6.0,No,Nunca,Bicicleta/Pie
36.0,La Serena,70.8,970000.0,Masculino,Técnica,No,Baja,Separado/a,6.8,Sí,Frecuente,
26.6,Temuco,,1041000.0,Masculino,Técnica,Sí,,Casado/a,6.4,No,Nunca,Público
7.7,La Serena,87.3,493000.0,Masculino,,No,,Soltero/a,3.9,No,Ocasional,Público
29.2,Puerto Montt,63.9,1349000.0,Masculino,Básica,Sí,Media,Separado/a,9.0,,Frecuente,Público
36.8,Santiago,70.7,992000.0,Femenino,Técnica,Sí,Baja,Viudo/a,7.4,No,Frecuente,Bicicleta/Pie
,Concepción,66.3,800000.0,Femenino,Básica,No,Baja,Soltero/a,,Sí,Frecuente,Privado
,Puerto Montt,83.8,1072000.0,Femenino,Media,No,Alta,Soltero/a,6.8,Sí,Frecuente,Público
41.2,Santiago,35.9,1391000.0,Femenino,Técnica,No,Media,Separado/a,8.1,Sí,Frecuente,Privado
36.6,Santiago,69.8,440000.0,,Básica,Sí,Media,Viudo/a,4.6,No,Frecuente,Público
30.2,Antofagasta,68.7,744000.0,Masculino,Técnica,Sí,Alta,Separado/a,5.7,,Frecuente,Público
42.5,Valparaíso,64.6,205000.0,,Técnica,No,Baja,Viudo/a,7.3,No,Ocasional,Público
46.6,Antofagasta,90.7,,Masculino,Media,,Baja,Separado/a,8.7,Sí,Ocasional,Público
23.6,Concepción,59.4,891000.0,Masculino,Universitaria,,Alta,Separado/a,3.4,No,Frecuente,Bicicleta/Pie
61.2,Santiago,79.3,790000.0,Masculino,Técnica,Sí,Baja,Separado/a,8.5,Sí,Nunca,
38.5,Valdivia,74.3,636000.0,Femenino,Media,Sí,Baja,Separado/a,5.9,No,Frecuente,Público
40.3,Puerto Montt,85.1,288000.0,Femenino,Técnica,No,Alta,Viudo/a,6.6,Sí,Frecuente,Bicicleta/Pie
50.6,Temuco,62.0,893000.0,Femenino,Técnica,No,Alta,Casado/a,7.1,No,Frecuente,Bicicleta/Pie
,Santiago,61.2,1164000.0,Femenino,Técnica,No,Alta,Separado/a,5.3,No,Nunca,Bicicleta/Pie
54.3,Puerto Montt,83.2,652000.0,Femenino,Técnica,Sí,,Viudo/a,5.1,Sí,Ocasional,Bicicleta/Pie
44.3,Valdivia,75.1,910000.0,Masculino,Universitaria,Sí,,Casado/a,,No,Nunca,Privado
30.8,Temuco,51.5,408000.0,Masculino,Universitaria,Sí,,Soltero/a,9.8,No,Nunca,Privado
45.4,Antofagasta,63.5,,Masculino,Técnica,Sí,Media,Soltero/a,5.6,No,Nunca,Bicicleta/Pie
22.8,Antofagasta,74.6,702000.0,Femenino,Técnica,No,Media,Separado/a,5.6,No,,Privado
41.6,Valparaíso,80.1,609000.0,Femenino,Media,Sí,Alta,,,No,Frecuente,Público
39.5,Puerto Montt,61.8,,Femenino,Media,Sí,Baja,Separado/a,6.7,No,Ocasional,Privado
36.9,Santiago,35.0,702000.0,,Básica,No,,Separado/a,5.5,No,Nunca,Público
38.1,La Serena,76.3,896000.0,Masculino,Universitaria,No,Baja,Casado/a,5.6,No,Ocasional,Privado
11.8,Antofagasta,55.4,472000.0,Femenino,Técnica,No,Alta,Soltero/a,7.3,No,Frecuente,Privado
31.8,Antofagasta,45.8,701000.0,Masculino,Universitaria,Sí,,Separado/a,,,Frecuente,Público
41.4,Valparaíso,36.0,790000.0,Femenino,Media,Sí,Baja,Soltero/a,9.4,Sí,Ocasional,Público
42.4,Temuco,79.8,525000.0,,,Sí,Baja,Casado/a,5.2,Sí,Frecuente,Bicicleta/Pie
,Valparaíso,71.5,1249000.0,Femenino,Universitaria,Sí,Media,Soltero/a,8.7,No,Ocasional,
59.0,Valdivia,67.3,587000.0,Femenino,Técnica,Sí,Baja,Casado/a,10.0,No,Nunca,Público
27.0,Santiago,86.7,633000.0,Masculino,Técnica,Sí,,Casado/a,8.8,No,Frecuente,Bicicleta/Pie
54.5,Puerto Montt,,555000.0,Masculino,Media,No,Baja,Casado/a,8.6,Sí,Frecuente,Público
46.4,Concepción,89.4,1250000.0,Femenino,Técnica,Sí,Baja,Separado/a,,No,Ocasional,Bicicleta/Pie
30.3,Concepción,53.3,938000.0,Masculino,Media,No,Baja,Viudo/a,7.3,Sí,Frecuente,
66.6,Puerto Montt,69.6,566000.0,Femenino,Media,No,Media,Separado/a,8.8,No,Nunca,Público
22.1,Temuco,50.6,1077000.0,Femenino,Básica,No,Baja,Soltero/a,,Sí,Frecuente,Público
53.8,Valdivia,67.2,850000.0,Masculino,Básica,Sí,Alta,Separado/a,8.3,No,Frecuente,Privado
55.0,Antofagasta,67.0,,Femenino,Básica,Sí,Baja,Separado/a,8.7,No,Frecuente,Privado
29.9,Temuco,77.5,,Femenino,,No,Media,Viudo/a,7.8,No,Ocasional,Bicicleta/Pie
60.9,Antofagasta,70.5,613000.0,Masculino,Básica,Sí,Media,,6.6,No,Nunca,Público
,Antofagasta,77.5,884000.0,Femenino,Técnica,Sí,Alta,Casado/a,7.7,No,Nunca,Privado
44.3,Concepción,78.4,664000.0,Femenino,Técnica,No,Alta,Casado/a,6.4,No,Frecuente,Bicicleta/Pie
43.9,Temuco,95.9,1254000.0,Femenino,Básica,Sí,Alta,Soltero/a,6.2,No,Frecuente,Privado
38.0,Valdivia,,483000.0,Femenino,Universitaria,Sí,Media,Separado/a,8.2,No,Ocasional,Bicicleta/Pie
52.2,Valparaíso,58.7,1184000.0,Masculino,Media,Sí,Baja,,7.2,Sí,Nunca,Privado
51.9,Antofagasta,73.0,772000.0,Masculino,Universitaria,Sí,,Viudo/a,8.2,No,Frecuente,Público
13.8,La Serena,60.4,875000.0,Masculino,Universitaria,No,Alta,,7.2,No,Nunca,Bicicleta/Pie
59.6,La Serena,87.8,1008000.0,Femenino,Media,No,Alta,Soltero/a,7.8,Sí,Frecuente,
15.1,Valparaíso,66.6,642000.0,Masculino,Media,Sí,Baja,Separado/a,9.1,Sí,Frecuente,Privado
55.5,La Serena,63.2,1016000.0,Masculino,Media,Sí,Alta,Viudo/a,6.8,Sí,Ocasional,Privado
56.9,Santiago,64.3,123000.0,Masculino,Técnica,Sí,Baja,Soltero/a,6.4,No,Nunca,Privado
23.6,Antofagasta,78.6,620000.0,Femenino,Media,No,Baja,Separado/a,7.6,Sí,Nunca,Público
33.8,Valparaíso,68.1,569000.0,Masculino,Media,,Baja,Separado/a,3.1,Sí,Frecuente,Privado
23.4,Temuco,62.3,487000.0,,Universitaria,Sí,,Soltero/a,,Sí,Frecuente,Privado
36.8,Antofagasta,90.0,746000.0,Femenino,Universitaria,No,Media,Viudo/a,5.7,Sí,Ocasional,Público
35.4,Valparaíso,59.7,,Femenino,Básica,Sí,Baja,Casado/a,9.5,No,Frecuente,Privado
51.7,Concepción,,,Femenino,Universitaria,No,,Separado/a,8.2,No,Nunca,Público
59.7,Valdivia,77.8,860000.0,Femenino,,Sí,,Casado/a,8.4,No,Ocasional,Público
60.9,Temuco,50.4,634000.0,Femenino,Técnica,No,Alta,Separado/a,8.4,Sí,Nunca,Privado
31.6,Valdivia,75.8,892000.0,Femenino,Universitaria,Sí,Alta,Viudo/a,6.3,No,Ocasional,Público
36.9,Concepción,57.3,831000.0,Masculino,Universitaria,Sí,Media,Casado/a,6.6,No,Nunca,Privado
14.7,Antofagasta,,1034000.0,Masculino,Media,No,Baja,Soltero/a,4.5,No,Frecuente,Público
27.9,Temuco,58.4,994000.0,Femenino,Universitaria,No,Baja,Separado/a,9.2,Sí,Nunca,Bicicleta/Pie
,Valdivia,78.3,,Femenino,Universitaria,,Alta,Soltero/a,,No,Nunca,Privado
64.2,La Serena,83.3,576000.0,Masculino,Media,No,Alta,Soltero/a,7.0,No,Ocasional,Bicicleta/Pie
21.5,Valdivia,80.3,637000.0,Femenino,Universitaria,No,Alta,Viudo/a,8.8,No,Nunca,Bicicleta/Pie
31.1,Valparaíso,73.0,663000.0,Femenino,Técnica,Sí,Baja,Soltero/a,9.3,No,Frecuente,Bicicleta/Pie
39.6,Antofagasta,,721000.0,Masculino,Básica,No,Media,Separado/a,6.6,No,Ocasional,Bicicleta/Pie
44.2,Santiago,63.1,867000.0,Femenino,Universitaria,No,Media,Soltero/a,4.4,No,Ocasional,Privado
27.9,Valdivia,87.7,979000.0,Femenino,Técnica,No,Media,Soltero/a,7.3,No,Nunca,Público
,Temuco,61.6,787000.0,Masculino,Universitaria,No,Media,Separado/a,,No,Ocasional,Privado
32.9,Temuco,57.6,804000.0,Masculino,Básica,Sí,Alta,Soltero/a,7.6,Sí,Frecuente,Privado
39.8,Puerto Montt,78.0,836000.0,Masculino,Media,Sí,Baja,Viudo/a,6.5,No,Nunca,Público
48.2,Valdivia,60.4,671000.0,Masculino,Básica,Sí,Alta,Separado/a,6.8,,,Bicicleta/Pie
40.1,Antofagasta,58.6,569000.0,Masculino,,,Media,Viudo/a,,No,Nunca,Público
33.5,Antofagasta,52.7,361000.0,Femenino,,Sí,Alta,Soltero/a,7.2,No,Nunca,
,Concepción,64.2,626000.0,Femenino,Básica,No,Media,Casado/a,8.2,No,Ocasional,Privado
38.7,Puerto Montt,69.0,918000.0,Femenino,Media,Sí,Baja,Viudo/a,,No,Ocasional,Público
34.4,Valdivia,72.9,624000.0,Femenino,,Sí,Media,,6.9,Sí,Ocasional,
36.1,La Serena,81.4,741000.0,Femenino,,No,Alta,,8.7,Sí,Nunca,Bicicleta/Pie
64.0,Concepción,76.3,917000.0,Masculino,Básica,No,Baja,Casado/a,7.4,,Ocasional,Público
48.4,Puerto Montt,67.7,,Femenino,Media,Sí,Media,Separado/a,7.0,No,Frecuente,Privado
35.6,Valdivia,67.6,530000.0,Femenino,Técnica,Sí,Media,Casado/a,7.1,No,Ocasional,Público
50.5,Valdivia,76.1,1049000.0,Femenino,Universitaria,No,Baja,Separado/a,5.2,No,Frecuente,Público
35.0,Concepción,85.3,1082000.0,Femenino,Técnica,Sí,Alta,Soltero/a,5.4,No,Ocasional,Privado
57.6,La Serena,71.5,518000.0,Femenino,Técnica,No,Baja,Casado/a,6.8,No,Nunca,Bicicleta/Pie
45.5,Puerto Montt,64.4,594000.0,Masculino,Media,No,Alta,Soltero/a,5.9,No,Ocasional,Público
38.4,Valdivia,58.1,1098000.0,Femenino,Media,Sí,Media,Viudo/a,6.9,No,Frecuente,Bicicleta/Pie
46.7,Valdivia,52.7,763000.0,Femenino,Universitaria,Sí,Media,Casado/a,8.3,Sí,Frecuente,Público
16.4,Puerto Montt,78.0,245000.0,,Técnica,Sí,Baja,Separado/a,8.1,Sí,Ocasional,Privado
23.1,Santiago,76.9,450000.0,Femenino,Básica,No,Media,Viudo/a,7.6,,Frecuente,Bicicleta/Pie
22.1,Concepción,76.9,738000.0,Femenino,Técnica,No,Baja,Separado/a,8.3,No,Nunca,Público
42.1,Concepción,68.5,509000.0,Femenino,Media,Sí,Media,Viudo/a,8.5,No,Ocasional,Bicicleta/Pie
,Temuco,,697000.0,Masculino,Básica,Sí,,Separado/a,8.5,No,Frecuente,
73.5,La Serena,64.2,808000.0,Femenino,Básica,Sí,Alta,Separado/a,8.5,No,Ocasional,Privado
49.6,Valparaíso,81.5,1166000.0,,Media,No,Baja,Soltero/a,5.2,No,Ocasional,
47.5,Santiago,69.5,,Masculino,Básica,No,Baja,Viudo/a,4.2,,Ocasional,Público
13.0,Puerto Montt,62.7,1068000.0,Femenino,Técnica,No,Media,Soltero/a,,No,Ocasional,Público
31.9,Puerto Montt,77.1,1157000.0,Femenino,,Sí,Alta,Soltero/a,6.3,Sí,,
28.2,Puerto Montt,74.9,1159000.0,Femenino,,No,Alta,Soltero/a,8.4,Sí,Nunca,Público
30.7,Santiago,74.3,871000.0,Masculino,Media,No,Baja,Soltero/a,6.9,No,Ocasional,Bicicleta/Pie
37.5,Valdivia,71.0,309000.0,Femenino,Universitaria,Sí,Baja,Separado/a,6.3,No,,Público
32.9,Puerto Montt,69.5,915000.0,Femenino,Universitaria,No,Media,Soltero/a,7.2,No,Ocasional,
10.3,Puerto Montt,98.7,,Femenino,Media,Sí,Baja,Soltero/a,7.8,Sí,Frecuente,Bicicleta/Pie
51.2,La Serena,84.2,780000.0,Masculino,Media,,Media,Soltero/a,8.2,No,Ocasional,Bicicleta/Pie
23.9,Antofagasta,78.7,1236000.0,Masculino,Universitaria,,Alta,Separado/a,6.4,No,Ocasional,Privado
43.6,Antofagasta,71.3,1015000.0,Femenino,Universitaria,,Baja,Viudo/a,,No,Frecuente,Bicicleta/Pie
71.1,Temuco,82.1,942000.0,Masculino,Básica,No,Alta,Separado/a,5.8,No,Nunca,Privado
26.2,Temuco,76.2,1072000.0,Femenino,Media,Sí,Alta,Separado/a,7.2,Sí,Nunca,Privado
2.0,Puerto Montt,70.3,883000.0,Masculino,Media,,Media,Separado/a,5.4,Sí,Nunca,Privado
35.7,La Serena,66.4,177000.0,Femenino,Básica,Sí,Alta,Viudo/a,8.4,Sí,Nunca,Público
56.5,Puerto Montt,69.0,675000.0,Masculino,Media,,Media,Soltero/a,5.4,Sí,Frecuente,Privado
69.4,Temuco,32.0,1099000.0,Femenino,Básica,,Media,Soltero/a,4.7,No,Nunca,Bicicleta/Pie
21.6,Santiago,72.5,598000.0,Femenino,Básica,No,Alta,Viudo/a,7.2,Sí,Nunca,Público
47.5,Santiago,64.1,744000.0,Masculino,Media,,Alta,Viudo/a,6.6,,Nunca,Privado
33.0,Valdivia,89.1,539000.0,Masculino,Técnica,Sí,Media,,7.7,Sí,Nunca,Privado
38.4,Valparaíso,70.2,1246000.0,Masculino,Universitaria,No,Media,Soltero/a,6.3,Sí,Nunca,Privado
79.7,Antofagasta,55.7,,Masculino,Media,Sí,Alta,Separado/a,7.6,No,Ocasional,Bicicleta/Pie
,La Serena,69.4,579000.0,Masculino,,Sí,Media,Separado/a,8.5,No,Ocasional,Público
43.8,Concepción,57.4,837000.0,Femenino,Básica,Sí,Media,Soltero/a,6.1,No,Nunca,Público
47.0,Antofagasta,75.7,630000.0,Femenino,,Sí,Baja,Viudo/a,7.8,No,Frecuente,Público
56.3,Concepción,73.5,954000.0,Masculino,Media,No,Baja,Casado/a,9.7,Sí,Frecuente,Bicicleta/Pie
41.5,Valparaíso,81.5,927000.0,Femenino,,Sí,Baja,Separado/a,8.2,No,Ocasional,Privado
44.6,Valparaíso,60.5,1003000.0,Femenino,Técnica,Sí,Baja,Casado/a,,No,Frecuente,Público
34.1,Puerto Montt,70.4,883000.0,,,No,Baja,Separado/a,7.5,,Ocasional,Privado
44.0,Temuco,53.6,1534000.0,Femenino,Universitaria,Sí,,,5.0,No,Nunca,Bicicleta/Pie
34.9,Valparaíso,78.4,543000.0,Femenino,,Sí,Media,Soltero/a,5.3,No,Nunca,Público
49.3,Valparaíso,76.2,372000.0,Masculino,Básica,No,Baja,Separado/a,9.2,Sí,Frecuente,Bicicleta/Pie
,Concepción,75.9,702000.0,,Técnica,No,Alta,Casado/a,7.6,No,Frecuente,Público
45.7,Temuco,70.0,408000.0,Femenino,Técnica,,Baja,Casado/a,9.3,Sí,Frecuente,Público
,Valparaíso,75.0,427000.0,Masculino,Técnica,No,Alta,,7.6,No,Nunca,Privado
56.9,Antofagasta,89.3,550000.0,Femenino,Técnica,Sí,Media,Separado/a,6.2,No,Nunca,Bicicleta/Pie
39.2,Valdivia,66.6,569000.0,Masculino,,No,Alta,Casado/a,7.1,Sí,Frecuente,Público
